gender,age,category,payment_method,total
Male,37,Shoes,Cash,9602.72
Female,59,Clothing,Card,2700.7200000000003
Male,61,Cosmetics,Cash,40.66
Female,34,Clothing,Cash,300.08
Male,67,Clothing,Card,1200.32
Male,56,Books,Cash,242.4
Male,60,Clothing,Card,7502.0
Female,41,Clothing,Cash,7502.0
Male,53,Clothing,Cash,2700.7200000000003
Male,59,Clothing,Cash,4801.28
Male,23,Shoes,Card,5401.53
Male,20,Books,Card,378.75
Female,63,Clothing,Card,1200.32
Female,50,Food & Beverage,Card,5.23
Male,56,Toys,Card,35.84
Female,45,Clothing,Cash,300.08
Male,59,Clothing,Cash,300.08
Female,21,Cosmetics,Card,162.64
Male,27,Food & Beverage,Card,83.68
Male,64,Cosmetics,Cash,40.66
Male,38,Clothing,Card,2700.7200000000003
Male,40,Clothing,Cash,300.08
Male,32,Technology,Card,1050.0
Female,23,Cosmetics,Card,365.94
Female,54,Food & Beverage,Cash,47.07
Male,26,Food & Beverage,Cash,20.92
Female,54,Clothing,Card,4801.28
Male,51,Cosmetics,Card,40.66
Female,40,Cosmetics,Card,40.66
Female,43,Food & Beverage,Cash,83.68
Male,39,Clothing,Card,7502.0
Female,68,Technology,Cash,16800.0
Female,31,Clothing,Card,4801.28
Female,68,Shoes,Card,15004.25
Male,28,Food & Beverage,Cash,83.68
Male,29,Toys,Cash,35.84
Male,69,Shoes,Card,9602.72
Female,41,Clothing,Cash,1200.32
Female,58,Toys,Card,35.84
Male,36,Food & Beverage,Card,5.23
Male,35,Technology,Card,9450.0
Female,30,Books,Card,60.6
Male,41,Books,Cash,60.6
Female,61,Clothing,Cash,7502.0
Female,61,Souvenir,Card,11.73
Male,25,Clothing,Card,7502.0
Female,39,Food & Beverage,Cash,130.75
Male,60,Shoes,Card,9602.72
Male,37,Souvenir,Card,105.57
Female,21,Clothing,Cash,300.08
Male,52,Clothing,Card,2700.7200000000003
Female,52,Cosmetics,Card,650.56
Male,27,Clothing,Cash,7502.0
Female,22,Food & Beverage,Card,5.23
Male,51,Clothing,Card,7502.0
Male,25,Books,Cash,60.6
Male,47,Clothing,Card,7502.0
Female,35,Clothing,Card,2700.7200000000003
Female,55,Clothing,Card,4801.28
Male,59,Clothing,Card,1200.32
Male,66,Clothing,Card,7502.0
Male,67,Cosmetics,Card,650.56
Male,59,Books,Cash,242.4
Male,31,Shoes,Cash,600.17
Male,39,Technology,Cash,16800.0
Male,18,Food & Beverage,Card,20.92
Female,58,Shoes,Card,9602.72
Female,28,Cosmetics,Card,162.64
Female,40,Clothing,Cash,2700.7200000000003
Female,64,Toys,Cash,896.0
Female,69,Shoes,Cash,5401.53
Male,28,Shoes,Card,9602.72
Male,62,Cosmetics,Cash,365.94
Male,33,Clothing,Card,1200.32
Male,42,Clothing,Card,7502.0
Female,30,Food & Beverage,Cash,20.92
Female,33,Books,Cash,136.35000000000002
Male,51,Shoes,Cash,15004.25
Male,28,Books,Card,378.75
Female,60,Cosmetics,Cash,162.64
Male,43,Clothing,Cash,300.08
Female,46,Shoes,Card,600.17
Male,48,Cosmetics,Card,1016.5
Female,25,Cosmetics,Cash,650.56
Female,37,Cosmetics,Cash,40.66
Male,59,Food & Beverage,Card,47.07
Female,25,Clothing,Card,1200.32
Male,30,Clothing,Card,1200.32
Male,60,Food & Beverage,Cash,130.75
Female,55,Toys,Card,896.0
Male,29,Clothing,Card,2700.7200000000003
Female,59,Food & Beverage,Cash,83.68
Male,49,Cosmetics,Card,1016.5
Female,21,Toys,Cash,573.44
Male,29,Toys,Cash,896.0
Male,57,Shoes,Card,9602.72
Male,59,Food & Beverage,Cash,47.07
Female,19,Souvenir,Cash,293.25
Female,39,Cosmetics,Card,162.64
Female,60,Clothing,Card,4801.28
Male,48,Books,Card,378.75
Male,64,Books,Card,136.35000000000002
Male,54,Shoes,Cash,9602.72
Male,56,Clothing,Cash,2700.7200000000003
Male,49,Clothing,Card,4801.28
Female,44,Food & Beverage,Cash,47.07
Female,28,Clothing,Cash,7502.0
Female,51,Books,Cash,60.6
Female,57,Toys,Card,143.36
Female,41,Clothing,Card,1200.32
Male,21,Shoes,Cash,15004.25
Male,59,Clothing,Card,7502.0
Female,40,Food & Beverage,Cash,83.68
Female,56,Food & Beverage,Cash,5.23
Female,38,Toys,Card,573.44
Female,31,Clothing,Cash,2700.7200000000003
Female,21,Clothing,Card,300.08
Female,48,Cosmetics,Cash,1016.5
Male,36,Toys,Cash,573.44
Male,67,Clothing,Cash,4801.28
Female,62,Cosmetics,Card,365.94
Male,65,Cosmetics,Cash,1016.5
Male,50,Food & Beverage,Card,5.23
Female,40,Souvenir,Cash,293.25
Female,35,Clothing,Card,4801.28
Male,66,Shoes,Card,15004.25
Male,61,Food & Beverage,Card,130.75
Male,46,Clothing,Card,2700.7200000000003
Female,26,Clothing,Cash,300.08
Male,45,Clothing,Cash,300.08
Female,69,Technology,Card,4200.0
Male,67,Shoes,Cash,5401.53
Male,32,Cosmetics,Card,162.64
Male,41,Cosmetics,Card,40.66
Male,20,Shoes,Card,5401.53
Female,43,Cosmetics,Cash,162.64
Female,30,Clothing,Cash,1200.32
Male,33,Clothing,Cash,7502.0
Female,24,Food & Beverage,Card,47.07
Female,20,Food & Beverage,Card,83.68
Male,56,Cosmetics,Card,650.56
Female,21,Food & Beverage,Card,20.92
Male,41,Technology,Cash,16800.0
Female,24,Toys,Cash,35.84
Male,64,Technology,Cash,1050.0
Male,55,Technology,Cash,26250.0
Female,39,Clothing,Card,7502.0
Male,50,Souvenir,Cash,11.73
Male,25,Clothing,Card,300.08
Male,53,Food & Beverage,Cash,20.92
Male,64,Clothing,Cash,1200.32
Female,64,Clothing,Cash,7502.0
Female,32,Clothing,Cash,4801.28
Female,41,Books,Cash,242.4
Male,66,Toys,Cash,322.56
Male,32,Technology,Card,4200.0
Female,62,Clothing,Card,7502.0
Female,39,Technology,Card,9450.0
Female,51,Souvenir,Card,11.73
Male,43,Shoes,Cash,2400.68
Male,62,Clothing,Card,4801.28
Female,48,Cosmetics,Cash,365.94
Female,42,Food & Beverage,Cash,130.75
Male,64,Shoes,Cash,9602.72
Female,29,Toys,Cash,143.36
Female,61,Clothing,Card,4801.28
Male,49,Food & Beverage,Cash,130.75
Male,19,Clothing,Cash,300.08
Female,21,Clothing,Card,300.08
Female,51,Toys,Cash,143.36
Female,22,Clothing,Cash,7502.0
Female,52,Cosmetics,Card,365.94
Female,48,Toys,Card,143.36
Female,51,Clothing,Card,2700.7200000000003
Female,53,Clothing,Cash,4801.28
Female,60,Clothing,Cash,300.08
Female,28,Shoes,Cash,15004.25
Male,44,Technology,Card,26250.0
Male,35,Shoes,Card,15004.25
Female,20,Clothing,Card,2700.7200000000003
Male,37,Clothing,Card,1200.32
Male,39,Clothing,Card,2700.7200000000003
Female,49,Toys,Card,322.56
Male,36,Food & Beverage,Card,47.07
Female,64,Shoes,Card,15004.25
Male,26,Cosmetics,Cash,162.64
Female,41,Toys,Card,896.0
Male,40,Shoes,Card,9602.72
Female,52,Food & Beverage,Card,5.23
Male,66,Books,Cash,15.15
Male,53,Clothing,Cash,7502.0
Male,32,Cosmetics,Card,40.66
Female,19,Souvenir,Card,187.68
Male,69,Clothing,Cash,4801.28
Male,46,Food & Beverage,Cash,5.23
Male,49,Souvenir,Cash,187.68
Female,36,Clothing,Cash,2700.7200000000003
Male,37,Clothing,Cash,7502.0
Female,55,Food & Beverage,Cash,20.92
Female,36,Clothing,Cash,2700.7200000000003
Male,63,Shoes,Cash,5401.53
Female,69,Food & Beverage,Card,130.75
Female,28,Shoes,Card,5401.53
Male,29,Toys,Card,35.84
Male,26,Clothing,Card,2700.7200000000003
Female,46,Food & Beverage,Cash,5.23
Male,67,Clothing,Card,300.08
Female,36,Cosmetics,Card,162.64
Female,51,Toys,Card,896.0
Male,40,Books,Card,60.6
Female,47,Cosmetics,Cash,650.56
Female,52,Clothing,Cash,2700.7200000000003
Female,28,Cosmetics,Card,365.94
Female,44,Technology,Cash,4200.0
Male,42,Clothing,Card,1200.32
Female,64,Clothing,Card,7502.0
Male,22,Food & Beverage,Cash,130.75
Male,52,Clothing,Cash,300.08
Female,25,Shoes,Cash,15004.25
Male,60,Technology,Cash,16800.0
Female,59,Clothing,Card,1200.32
Female,19,Cosmetics,Card,650.56
Male,64,Clothing,Cash,7502.0
Female,46,Clothing,Card,4801.28
Female,67,Clothing,Card,2700.7200000000003
Male,44,Food & Beverage,Card,130.75
Male,69,Clothing,Card,4801.28
Male,47,Food & Beverage,Cash,20.92
Female,65,Shoes,Card,5401.53
Female,29,Toys,Cash,573.44
Female,49,Clothing,Card,4801.28
Male,52,Shoes,Card,2400.68
Male,64,Clothing,Cash,7502.0
Female,48,Clothing,Cash,1200.32
Male,42,Clothing,Cash,300.08
Female,22,Souvenir,Card,46.92
Male,41,Cosmetics,Card,1016.5
Male,69,Clothing,Card,4801.28
Male,18,Cosmetics,Card,650.56
Female,18,Food & Beverage,Card,5.23
Male,30,Clothing,Cash,2700.7200000000003
Male,58,Technology,Cash,26250.0
Female,32,Toys,Cash,573.44
Male,31,Books,Card,136.35000000000002
Female,57,Clothing,Card,300.08
Female,35,Shoes,Card,5401.53
Female,39,Clothing,Cash,7502.0
Female,30,Toys,Cash,143.36
Male,66,Books,Card,242.4
Female,60,Clothing,Card,300.08
Male,52,Food & Beverage,Card,83.68
Female,18,Food & Beverage,Card,47.07
Male,24,Shoes,Card,15004.25
Male,66,Toys,Card,143.36
Female,63,Toys,Card,896.0
Male,32,Clothing,Cash,300.08
Male,61,Clothing,Cash,7502.0
Male,41,Shoes,Cash,9602.72
Male,59,Clothing,Cash,4801.28
Male,61,Clothing,Card,7502.0
Male,20,Clothing,Cash,2700.7200000000003
Male,42,Cosmetics,Card,1016.5
Female,26,Clothing,Cash,1200.32
Male,55,Cosmetics,Card,162.64
Male,47,Clothing,Card,2700.7200000000003
Female,68,Books,Cash,242.4
Male,61,Cosmetics,Cash,1016.5
Male,18,Shoes,Cash,9602.72
Female,37,Cosmetics,Cash,1016.5
Female,43,Books,Cash,242.4
Male,62,Cosmetics,Card,1016.5
Female,54,Clothing,Card,4801.28
Female,24,Food & Beverage,Cash,5.23
Female,61,Shoes,Card,15004.25
Male,25,Books,Card,60.6
Male,43,Clothing,Cash,2700.7200000000003
Female,30,Clothing,Card,1200.32
Female,45,Clothing,Card,1200.32
Male,62,Clothing,Cash,1200.32
Male,22,Toys,Cash,143.36
Male,54,Food & Beverage,Card,130.75
Male,43,Cosmetics,Card,1016.5
Female,51,Cosmetics,Cash,365.94
Female,36,Technology,Card,4200.0
Male,38,Clothing,Card,4801.28
Female,28,Books,Card,136.35000000000002
Female,51,Clothing,Cash,4801.28
Female,26,Clothing,Card,1200.32
Male,58,Clothing,Card,2700.7200000000003
Female,43,Shoes,Card,5401.53
Male,21,Clothing,Cash,7502.0
Female,42,Souvenir,Card,11.73
Male,32,Food & Beverage,Card,20.92
Male,59,Toys,Card,322.56
Female,33,Toys,Cash,322.56
Male,48,Cosmetics,Card,162.64
Male,32,Cosmetics,Card,1016.5
Male,58,Books,Card,378.75
Male,25,Shoes,Cash,15004.25
Male,24,Clothing,Cash,300.08
Male,44,Clothing,Cash,2700.7200000000003
Female,65,Clothing,Cash,1200.32
Female,68,Clothing,Cash,1200.32
Male,44,Shoes,Cash,9602.72
Male,29,Clothing,Card,1200.32
Male,62,Books,Cash,60.6
Female,25,Toys,Cash,322.56
Female,26,Cosmetics,Card,162.64
Male,54,Clothing,Cash,300.08
Female,37,Cosmetics,Cash,650.56
Male,24,Food & Beverage,Card,20.92
Male,58,Books,Cash,60.6
Female,29,Food & Beverage,Cash,83.68
Female,29,Clothing,Card,2700.7200000000003
Female,52,Shoes,Card,15004.25
Male,65,Cosmetics,Card,650.56
Female,54,Food & Beverage,Card,130.75
Female,28,Toys,Card,896.0
Female,50,Technology,Cash,4200.0
Female,48,Food & Beverage,Cash,83.68
Female,29,Clothing,Card,300.08
Male,26,Clothing,Cash,4801.28
Male,54,Shoes,Card,15004.25
Male,37,Clothing,Card,4801.28
Female,67,Cosmetics,Cash,650.56
Male,63,Clothing,Card,7502.0
Male,19,Shoes,Card,5401.53
Female,67,Shoes,Cash,5401.53
Female,69,Clothing,Card,300.08
Female,50,Clothing,Card,1200.32
Female,61,Clothing,Cash,2700.7200000000003
Male,66,Food & Beverage,Cash,83.68
Male,34,Food & Beverage,Cash,83.68
Male,50,Clothing,Cash,1200.32
Male,58,Food & Beverage,Card,20.92
Male,32,Clothing,Cash,2700.7200000000003
Male,40,Shoes,Card,15004.25
Male,36,Shoes,Card,600.17
Female,34,Cosmetics,Card,365.94
Female,55,Shoes,Cash,2400.68
Female,53,Books,Card,15.15
Female,28,Technology,Card,1050.0
Female,42,Food & Beverage,Card,83.68
Female,61,Toys,Cash,143.36
Female,36,Food & Beverage,Card,83.68
Female,31,Cosmetics,Cash,365.94
Female,65,Toys,Cash,573.44
Female,40,Toys,Card,143.36
Female,68,Toys,Card,143.36
Female,27,Shoes,Cash,2400.68
Female,42,Toys,Card,143.36
Female,53,Technology,Card,1050.0
Male,57,Clothing,Card,300.08
Male,34,Food & Beverage,Card,20.92
Female,23,Souvenir,Cash,46.92
Male,22,Technology,Card,9450.0
Female,52,Clothing,Card,7502.0
Male,26,Souvenir,Cash,11.73
Female,29,Shoes,Cash,600.17
Male,56,Cosmetics,Card,1016.5
Male,28,Food & Beverage,Card,20.92
Male,33,Clothing,Card,1200.32
Male,50,Food & Beverage,Card,5.23
Female,36,Clothing,Cash,7502.0
Male,38,Cosmetics,Card,162.64
Female,31,Cosmetics,Cash,1016.5
Female,42,Food & Beverage,Card,130.75
Female,66,Food & Beverage,Card,130.75
Female,51,Clothing,Cash,1200.32
Male,18,Clothing,Card,2700.7200000000003
Male,24,Toys,Cash,322.56
Female,36,Clothing,Cash,1200.32
Male,37,Clothing,Cash,2700.7200000000003
Female,52,Toys,Card,35.84
Male,68,Cosmetics,Card,162.64
Male,38,Cosmetics,Cash,40.66
Female,22,Clothing,Cash,300.08
Male,63,Clothing,Card,7502.0
Male,42,Cosmetics,Card,650.56
Female,66,Clothing,Card,7502.0
Male,64,Food & Beverage,Cash,5.23
Female,66,Clothing,Card,7502.0
Female,29,Food & Beverage,Card,20.92
Male,30,Technology,Card,26250.0
Male,46,Books,Cash,15.15
Female,24,Food & Beverage,Card,130.75
Female,54,Clothing,Card,7502.0
Female,19,Toys,Card,35.84
Male,46,Clothing,Cash,2700.7200000000003
Male,67,Shoes,Card,15004.25
Female,19,Toys,Card,573.44
Female,67,Books,Cash,378.75
Female,47,Clothing,Card,7502.0
Female,48,Toys,Card,573.44
Male,65,Clothing,Card,300.08
Male,57,Cosmetics,Cash,365.94
Female,45,Food & Beverage,Cash,47.07
Male,36,Clothing,Card,2700.7200000000003
Female,44,Cosmetics,Card,162.64
Female,40,Books,Cash,242.4
Male,42,Technology,Cash,16800.0
Female,39,Cosmetics,Cash,1016.5
Female,22,Toys,Card,35.84
Female,19,Food & Beverage,Card,130.75
Male,24,Shoes,Cash,2400.68
Female,28,Clothing,Card,300.08
Female,36,Shoes,Cash,5401.53
Male,39,Food & Beverage,Cash,5.23
Male,34,Food & Beverage,Cash,47.07
Male,31,Clothing,Cash,7502.0
Female,58,Cosmetics,Card,365.94
Female,23,Clothing,Cash,7502.0
Male,28,Clothing,Cash,4801.28
Female,26,Cosmetics,Card,1016.5
Female,29,Cosmetics,Card,1016.5
Male,46,Cosmetics,Cash,40.66
Male,54,Clothing,Cash,2700.7200000000003
Female,40,Food & Beverage,Card,130.75
Male,60,Books,Card,378.75
Male,27,Shoes,Card,5401.53
Male,38,Technology,Card,1050.0
Male,29,Toys,Card,35.84
Female,32,Toys,Cash,573.44
Male,68,Shoes,Card,15004.25
Male,50,Clothing,Cash,4801.28
Male,64,Clothing,Card,1200.32
Female,34,Food & Beverage,Card,83.68
Female,18,Clothing,Cash,1200.32
Male,24,Toys,Card,573.44
Female,31,Toys,Card,35.84
Female,41,Food & Beverage,Cash,83.68
Female,58,Souvenir,Card,187.68
Male,18,Food & Beverage,Card,130.75
Male,47,Clothing,Cash,1200.32
Female,20,Clothing,Card,4801.28
Male,21,Clothing,Cash,2700.7200000000003
Female,18,Food & Beverage,Cash,20.92
Male,55,Clothing,Card,4801.28
Male,36,Clothing,Card,300.08
Male,21,Toys,Card,322.56
Male,26,Food & Beverage,Card,130.75
Male,54,Clothing,Card,1200.32
Female,67,Food & Beverage,Card,5.23
Male,55,Cosmetics,Cash,650.56
Female,40,Food & Beverage,Card,5.23
Male,66,Clothing,Card,300.08
Female,48,Clothing,Card,300.08
Female,37,Cosmetics,Cash,365.94
Male,25,Books,Cash,15.15
Male,63,Technology,Card,26250.0
Male,31,Clothing,Card,2700.7200000000003
Female,44,Books,Cash,378.75
Male,18,Clothing,Cash,300.08
Female,56,Cosmetics,Card,40.66
Female,24,Clothing,Card,1200.32
Male,62,Books,Card,60.6
Male,35,Food & Beverage,Cash,5.23
Male,35,Cosmetics,Cash,162.64
Male,28,Food & Beverage,Card,83.68
Male,22,Souvenir,Card,187.68
Male,48,Food & Beverage,Card,130.75
Female,51,Clothing,Cash,2700.7200000000003
Female,67,Clothing,Cash,300.08
Female,31,Toys,Cash,143.36
Female,66,Shoes,Card,2400.68
Female,25,Clothing,Card,4801.28
Male,48,Food & Beverage,Cash,83.68
Female,49,Shoes,Cash,600.17
Female,57,Clothing,Card,2700.7200000000003
Female,32,Toys,Card,896.0
Male,37,Food & Beverage,Card,47.07
Female,40,Cosmetics,Card,365.94
Female,22,Shoes,Cash,2400.68
Female,40,Cosmetics,Card,1016.5
Male,50,Cosmetics,Card,650.56
Male,53,Cosmetics,Cash,365.94
Female,26,Shoes,Card,2400.68
Female,31,Technology,Card,1050.0
Male,38,Toys,Card,322.56
Female,43,Food & Beverage,Card,5.23
Female,64,Food & Beverage,Card,47.07
Female,67,Clothing,Card,7502.0
Female,51,Cosmetics,Card,650.56
Male,53,Toys,Cash,143.36
Male,54,Cosmetics,Cash,1016.5
Male,57,Toys,Card,322.56
Male,41,Cosmetics,Cash,162.64
Male,56,Technology,Card,1050.0
Male,46,Clothing,Cash,2700.7200000000003
Female,37,Clothing,Card,4801.28
Female,23,Books,Cash,136.35000000000002
Male,24,Food & Beverage,Card,130.75
Male,56,Books,Card,15.15
Female,44,Cosmetics,Cash,162.64
Male,47,Clothing,Card,7502.0
Male,58,Clothing,Card,7502.0
Male,49,Books,Card,378.75
Female,20,Toys,Cash,35.84
Male,37,Clothing,Cash,2700.7200000000003
Male,48,Clothing,Card,2700.7200000000003
Female,18,Clothing,Card,2700.7200000000003
Female,44,Souvenir,Cash,293.25
Female,48,Clothing,Card,300.08
Male,60,Shoes,Cash,600.17
Female,53,Cosmetics,Cash,365.94
Female,28,Cosmetics,Card,1016.5
Female,38,Cosmetics,Card,365.94
Female,64,Food & Beverage,Cash,20.92
Male,49,Souvenir,Cash,293.25
Male,27,Souvenir,Cash,46.92
Male,24,Clothing,Card,4801.28
Female,20,Cosmetics,Cash,1016.5
Female,57,Clothing,Card,300.08
Male,30,Souvenir,Card,105.57
Male,69,Clothing,Card,2700.7200000000003
Male,63,Clothing,Cash,300.08
Female,41,Food & Beverage,Cash,130.75
Female,68,Clothing,Cash,1200.32
Female,26,Clothing,Card,1200.32
Female,49,Clothing,Card,4801.28
Female,28,Clothing,Cash,2700.7200000000003
Female,45,Cosmetics,Card,162.64
Male,53,Clothing,Cash,4801.28
Male,30,Technology,Card,4200.0
Male,35,Shoes,Cash,2400.68
Male,41,Shoes,Card,15004.25
Female,20,Shoes,Card,2400.68
Male,48,Cosmetics,Card,162.64
Male,66,Clothing,Card,2700.7200000000003
Female,36,Cosmetics,Cash,1016.5
Female,45,Souvenir,Card,105.57
Female,26,Food & Beverage,Card,20.92
Female,50,Clothing,Card,1200.32
Female,59,Clothing,Cash,7502.0
Female,21,Clothing,Card,4801.28
Male,35,Clothing,Card,2700.7200000000003
Male,57,Shoes,Cash,9602.72
Female,52,Cosmetics,Card,162.64
Male,68,Shoes,Card,2400.68
Female,59,Toys,Card,573.44
Male,28,Clothing,Card,2700.7200000000003
Male,45,Toys,Card,35.84
Male,38,Clothing,Card,4801.28
Male,38,Food & Beverage,Cash,130.75
Female,28,Toys,Cash,322.56
Female,44,Cosmetics,Card,1016.5
Male,18,Clothing,Card,7502.0
Male,37,Clothing,Card,2700.7200000000003
Male,57,Books,Cash,136.35000000000002
Male,32,Souvenir,Card,105.57
Female,53,Toys,Cash,573.44
Female,67,Clothing,Card,4801.28
Male,52,Cosmetics,Cash,365.94
Male,66,Cosmetics,Card,1016.5
Female,40,Souvenir,Cash,11.73
Female,43,Shoes,Card,600.17
Female,60,Books,Card,242.4
Female,21,Cosmetics,Card,40.66
Female,46,Cosmetics,Cash,162.64
Female,63,Cosmetics,Card,1016.5
Female,29,Clothing,Cash,1200.32
Female,35,Clothing,Cash,1200.32
Male,41,Clothing,Card,2700.7200000000003
Female,21,Food & Beverage,Cash,130.75
Female,31,Technology,Card,1050.0
Male,57,Clothing,Cash,4801.28
Male,25,Shoes,Cash,600.17
Male,61,Clothing,Card,1200.32
Male,58,Food & Beverage,Card,130.75
Male,58,Souvenir,Card,187.68
Female,25,Toys,Card,896.0
Male,30,Shoes,Card,5401.53
Female,63,Toys,Cash,896.0
Male,50,Clothing,Card,1200.32
Female,22,Technology,Card,1050.0
Male,28,Food & Beverage,Cash,20.92
Male,54,Souvenir,Card,293.25
Female,31,Toys,Cash,143.36
Female,34,Food & Beverage,Card,5.23
Male,41,Clothing,Card,300.08
Male,42,Food & Beverage,Cash,130.75
Female,51,Shoes,Card,15004.25
Female,55,Clothing,Card,2700.7200000000003
Female,59,Food & Beverage,Card,20.92
Female,38,Food & Beverage,Cash,83.68
Male,59,Clothing,Cash,4801.28
Female,42,Cosmetics,Card,365.94
Female,40,Food & Beverage,Card,83.68
Female,57,Clothing,Cash,4801.28
Female,25,Food & Beverage,Cash,83.68
Female,31,Food & Beverage,Cash,47.07
Female,51,Clothing,Cash,7502.0
Male,69,Souvenir,Card,105.57
Female,37,Toys,Cash,896.0
Female,59,Technology,Card,1050.0
Male,49,Clothing,Cash,2700.7200000000003
Female,23,Clothing,Card,4801.28
Female,61,Clothing,Card,2700.7200000000003
Female,52,Food & Beverage,Card,5.23
Male,33,Cosmetics,Card,1016.5
Female,44,Souvenir,Card,187.68
Male,37,Food & Beverage,Cash,47.07
Female,34,Toys,Card,322.56
Female,47,Cosmetics,Card,1016.5
Male,48,Shoes,Cash,15004.25
Male,48,Souvenir,Cash,105.57
Female,47,Clothing,Card,7502.0
Female,20,Souvenir,Card,11.73
Male,65,Cosmetics,Card,1016.5
Male,55,Clothing,Cash,2700.7200000000003
Male,43,Books,Cash,242.4
Male,62,Shoes,Card,2400.68
Male,61,Books,Cash,242.4
Male,28,Cosmetics,Card,365.94
Male,59,Cosmetics,Card,365.94
Male,57,Books,Card,60.6
Female,50,Clothing,Card,1200.32
Female,58,Souvenir,Cash,293.25
Female,30,Souvenir,Card,105.57
Female,60,Souvenir,Card,187.68
Female,41,Technology,Cash,26250.0
Female,53,Shoes,Cash,15004.25
Female,63,Technology,Cash,26250.0
Female,67,Clothing,Cash,4801.28
Female,67,Clothing,Card,4801.28
Female,50,Cosmetics,Cash,1016.5
Female,53,Cosmetics,Cash,650.56
Male,41,Clothing,Cash,300.08
Male,66,Clothing,Cash,1200.32
Male,45,Food & Beverage,Cash,130.75
Male,44,Clothing,Cash,4801.28
Female,69,Food & Beverage,Card,20.92
Male,48,Clothing,Card,2700.7200000000003
Female,19,Food & Beverage,Cash,83.68
Female,68,Food & Beverage,Cash,130.75
Male,36,Clothing,Card,1200.32
Male,30,Cosmetics,Card,40.66
Female,37,Toys,Card,35.84
Female,26,Clothing,Card,2700.7200000000003
Male,21,Cosmetics,Cash,1016.5
Male,61,Clothing,Card,1200.32
Male,21,Clothing,Cash,4801.28
Male,61,Clothing,Cash,4801.28
Female,37,Books,Card,136.35000000000002
Female,68,Toys,Cash,896.0
Male,26,Clothing,Cash,1200.32
Female,28,Clothing,Card,1200.32
Female,60,Shoes,Card,15004.25
Female,26,Clothing,Card,2700.7200000000003
Male,34,Technology,Card,4200.0
Male,40,Food & Beverage,Cash,47.07
Male,58,Food & Beverage,Cash,130.75
Female,39,Toys,Card,35.84
Male,30,Food & Beverage,Cash,20.92
Male,35,Shoes,Card,2400.68
Female,68,Clothing,Card,2700.7200000000003
Female,26,Shoes,Card,2400.68
Female,21,Food & Beverage,Cash,20.92
Male,20,Shoes,Cash,9602.72
Male,59,Clothing,Card,2700.7200000000003
Male,64,Shoes,Cash,600.17
Male,64,Cosmetics,Cash,1016.5
Male,58,Clothing,Card,7502.0
Female,47,Clothing,Card,1200.32
Male,66,Clothing,Card,2700.7200000000003
Male,27,Clothing,Cash,300.08
Male,57,Toys,Card,322.56
Male,35,Clothing,Cash,2700.7200000000003
Female,34,Toys,Card,143.36
Male,46,Toys,Cash,143.36
Male,23,Cosmetics,Card,40.66
Male,61,Food & Beverage,Cash,5.23
Female,61,Shoes,Cash,9602.72
Male,66,Food & Beverage,Card,83.68
Female,24,Food & Beverage,Card,47.07
Male,54,Clothing,Cash,7502.0
Male,63,Cosmetics,Cash,162.64
Female,23,Food & Beverage,Cash,47.07
Male,61,Clothing,Card,300.08
Female,48,Toys,Cash,573.44
Female,41,Food & Beverage,Cash,83.68
Male,24,Clothing,Cash,2700.7200000000003
Female,36,Clothing,Cash,300.08
Male,24,Clothing,Cash,7502.0
Female,38,Clothing,Card,2700.7200000000003
Male,45,Toys,Card,896.0
Male,67,Shoes,Card,5401.53
Female,60,Clothing,Card,300.08
Female,56,Shoes,Cash,9602.72
Male,31,Clothing,Card,300.08
Male,68,Cosmetics,Cash,365.94
Female,54,Food & Beverage,Cash,83.68
Male,23,Clothing,Card,1200.32
Male,23,Toys,Card,322.56
Male,25,Toys,Card,322.56
Female,19,Souvenir,Card,105.57
Male,62,Cosmetics,Card,650.56
Female,65,Technology,Cash,16800.0
Female,22,Clothing,Cash,300.08
Female,65,Food & Beverage,Cash,5.23
Female,26,Clothing,Card,4801.28
Female,34,Toys,Card,35.84
Female,44,Clothing,Card,1200.32
Female,55,Cosmetics,Card,365.94
Female,29,Toys,Card,35.84
Female,22,Clothing,Card,4801.28
Female,53,Food & Beverage,Cash,83.68
Female,69,Toys,Card,322.56
Male,24,Shoes,Card,600.17
Male,53,Cosmetics,Card,40.66
Male,55,Clothing,Cash,300.08
Male,41,Cosmetics,Cash,162.64
Male,42,Clothing,Cash,300.08
Female,39,Souvenir,Card,11.73
Female,68,Clothing,Card,4801.28
Female,56,Food & Beverage,Card,83.68
Female,33,Cosmetics,Cash,40.66
Male,56,Books,Card,242.4
Female,35,Shoes,Cash,600.17
Male,43,Cosmetics,Card,40.66
Male,65,Clothing,Card,7502.0
Female,63,Cosmetics,Cash,162.64
Male,24,Clothing,Card,4801.28
Male,64,Cosmetics,Card,365.94
Female,36,Clothing,Card,7502.0
Female,22,Food & Beverage,Cash,83.68
Male,51,Clothing,Cash,300.08
Female,54,Souvenir,Card,105.57
Female,49,Cosmetics,Card,40.66
Female,32,Clothing,Card,300.08
Female,26,Clothing,Cash,4801.28
Female,25,Technology,Card,1050.0
Male,31,Shoes,Card,5401.53
Female,47,Food & Beverage,Card,47.07
Male,19,Books,Cash,378.75
Male,49,Clothing,Cash,7502.0
Female,22,Cosmetics,Cash,650.56
Male,29,Food & Beverage,Cash,130.75
Male,27,Cosmetics,Cash,40.66
Male,69,Technology,Card,9450.0
Female,40,Clothing,Card,300.08
Female,24,Shoes,Cash,5401.53
Male,20,Clothing,Card,2700.7200000000003
